Wavelet Approximate Entropy,Variance of Vertex to Vertex Slope,Wavelet Detailed Energy,Hjorth_Activity,FFT Beta MaxPower,1st Difference Max,FFT Alpha MaxPower,Wavelet Approximate Std Deviation,FFT Theta MaxPower,Coeffiecient of Variation,Label
7709.129807,35.39565714,2224.171756,224.4968334,2.511865475,18.35163214,9.159943955,11.18157727,14.58988111,0.003028097,0
4066.377499,38.96262854,1197.525502,215.356336,2.494424518,16.41029579,4.484079929,11.53464197,10.49758728,0.00297041,0
4957151.499,7291.276076,574577.9276,3483.697067,320.516705,194.3259975,126.0276468,64.47826902,161.655258,0.014127287,0
5434352.45,7312.572504,620352.7781,3373.693146,181.4224472,192.9267229,180.276835,58.59477972,94.93975187,0.013899808,0
5829988.768,7408.104205,664003.4643,3449.642795,214.4715321,192.9267229,137.0424742,56.36864884,94.71750195,0.014025314,0
5322109.424,7104.591915,612348.2924,3415.163972,142.9838537,192.9267229,126.2617554,56.30450249,127.9837713,0.01393216,0
4788304.938,6795.369801,560817.6167,3555.802046,178.3126233,191.4102608,232.9748456,63.16465282,111.9597685,0.014251191,0
4853291.879,6733.297057,567852.9452,3576.061813,173.2108303,191.4542061,311.7806489,63.6212633,101.7576614,0.014267922,0
4985186.637,7042.590495,580134.3772,3578.36221,112.9979274,191.245466,308.321624,63.66150107,139.7570739,0.014260221,0
4796874.119,6801.596979,558758.7948,3365.646224,170.1903328,190.8645021,140.9248797,62.49511934,137.4967253,0.01383544,0
4763272.309,6996.722706,553346.3306,3391.251133,148.8557102,190.7729493,111.0643814,61.87679924,133.6502886,0.013920815,0
4903445.806,6500.64397,571095.3365,3416.133223,153.0010297,183.6520648,100.1637628,60.24249155,207.4368062,0.013999565,0
5407128.804,7146.658673,622067.1317,3473.983521,138.1266949,188.9779925,117.4020998,58.99961125,186.8624429,0.014124651,0
5911735.44,7676.442565,673114.1413,3723.607224,120.6483812,204.20881,127.6210631,58.84196493,121.8793503,0.014573767,0
6227853.606,8419.213095,706072.7527,3638.964454,120.7728098,204.20881,119.7688028,57.89574013,90.65652365,0.014404139,0
6231085.562,8136.82681,710834.0833,3742.862702,124.2423989,204.6044224,149.8522373,58.35170897,57.56754614,0.014548055,0
5455995.322,7524.0335,631632.5685,3778.048486,152.5240597,194.6995677,262.1535798,62.52229514,118.6181004,0.01460085,0
5157370.373,7382.707432,597323.0912,4012.046695,133.5818034,194.5128001,196.0576915,63.10144427,128.2745474,0.014795135,0
5587159.175,8097.506919,638025.672,4096.410694,131.6378372,203.5568151,68.46527203,63.17742185,73.24940939,0.014887514,0
6501574.798,9096.064775,733898.7904,4147.44456,172.661169,203.5568151,65.29340765,61.8368914,50.00283915,0.015183185,0
6968739.267,9477.470287,785169.2182,3972.831347,149.4607702,203.5568151,55.40171556,61.80700951,57.73931104,0.015027782,0
6094978.606,8169.379044,694931.3819,3713.107093,126.2024005,192.1245116,106.3847047,63.01567044,82.42655803,0.014579288,0
5301916.808,7457.379969,613968.1433,3317.846026,188.4513706,191.0402831,130.7436201,57.74851763,181.8553667,0.01378402,0
4373950.967,6676.338411,515601.841,3120.123239,236.111197,191.0402831,81.81248923,60.14154596,179.2451118,0.013373739,0
5306918.991,7560.921387,614089.002,3305.667875,290.2005854,193.3370186,106.0563599,58.99380582,74.5495831,0.013754403,0
5077341.599,7465.584625,591213.3661,3306.705018,240.4582487,193.3370186,128.9546991,60.86022919,116.2794743,0.013749044,0
5243200.156,6895.599876,608849.3831,3213.857841,123.3391338,193.3370186,106.9620477,58.31022177,69.5293691,0.01357034,0
4953478.156,6486.816818,579746.1189,3098.722153,162.7967234,176.7875278,127.535007,58.42002889,88.29817395,0.013324694,0
5293198.637,7025.27601,614192.8299,3236.546391,230.0367471,186.1208846,128.1496325,59.95442467,82.9989347,0.013622835,0
5707160.489,8047.37034,658160.3089,3551.013878,198.0659883,191.0439106,115.0132743,61.11664367,32.45256167,0.014250029,0
5566082.7,8065.977384,638181.6803,3568.566266,143.0068188,191.0622211,132.8574151,60.61321021,110.4785479,0.014280104,0
5677882.756,7830.377681,651230.8583,3592.765596,119.6598564,191.578683,122.2818243,58.33864499,137.2623513,0.014322424,0
5484318.154,7162.554259,630608.394,3399.862941,189.9652439,188.890067,59.91511201,59.25367783,100.3564652,0.013938318,0
6200541.115,7524.700568,707916.7553,3520.459384,166.5489556,189.9303151,47.46313248,61.62502634,66.59788233,0.01417787,0
5863363.607,7364.607217,674215.5505,3700.567281,142.0459873,197.6740374,91.80977671,61.83616876,51.80919365,0.014488117,0
5618639.278,7585.156069,646324.4315,3750.12743,181.7301307,197.6740374,97.73963047,63.13977882,50.37270665,0.01458222,0
5633666.372,7466.144282,648052.3209,3770.879822,217.4102178,198.2235281,111.9283901,57.52781717,67.62984446,0.014597692,0
5419621.03,7436.637456,624257.4437,3414.531602,134.5211666,192.3260672,74.48532544,54.74289559,89.58223502,0.013953634,0
5895875.397,7918.504345,675950.8364,3603.034505,164.7342744,191.4944893,69.17438958,55.17777963,70.26567726,0.014299628,0
6080468.459,8083.41694,696730.353,3658.71337,143.7265308,190.9707033,108.5194034,57.04973673,71.85382885,0.014419757,0
5737455.261,7656.95763,659875.7428,3675.487224,180.1696028,190.7582312,198.3918034,60.3409737,78.15605152,0.014485385,0
5296695.087,7421.056146,614664.6147,3396.292026,108.722938,190.2967356,195.0887499,62.1756963,75.30809522,0.013982913,0
5107864.709,7302.031255,593168.9445,3510.799448,103.5500505,199.9963726,129.8108744,61.95891991,159.019045,0.014204954,0
5554133.191,7681.129918,636915.1745,3664.714774,100.1335738,199.9963726,201.4859672,60.38561792,193.6878068,0.014479462,0
5783221.285,7803.404148,659890.4674,3513.562387,165.2790758,200.4726213,133.3291611,57.37989183,112.8022639,0.014154846,0
5831406.521,8161.128726,665503.6219,3437.77664,167.6919948,196.1503209,80.23691955,59.01643108,62.6717462,0.01399723,0
6128759.115,8428.752778,699750.0151,3338.877588,124.3122641,196.1503209,76.06644379,56.33142212,84.09264891,0.013809839,0
6187588.259,8504.58219,705867.7916,3357.421041,197.5389787,188.384591,82.96998155,58.05996755,89.97316696,0.013854055,0
6180855.401,8126.018368,706427.5561,3428.867648,233.921698,190.6410434,58.91854823,57.13489437,69.65970003,0.014010468,0
6251153.412,7790.799615,716533.5077,3443.44733,219.7349236,190.6410434,100.4397185,58.0513595,147.9189248,0.014024988,0
6159170.637,7400.458525,708991.1541,3487.238998,155.6351259,194.897426,137.1283154,57.84675255,139.3962992,0.014101428,0
5218192.393,6800.901398,607846.2581,3502.812441,136.902942,194.2380369,103.7040007,59.06737944,74.6570994,0.01409535,0
3212727.508,6643.267148,377285.8568,3515.286803,218.9100377,194.2380369,177.6668277,61.95387093,89.07849074,0.014118212,0
1271028.745,5783.990227,151498.5419,3334.284962,135.9773333,179.7179478,237.8688906,63.63728124,203.8223633,0.013719236,0
11801163.95,14598.72197,1255062.985,6809.638465,298.9947383,304.7473144,238.3626024,85.78640883,210.570775,0.019730816,0
12631336.86,14697.23732,1338842.348,6865.974796,230.9665384,317.055071,197.5387198,81.62949981,193.6072869,0.019834005,0
13194733.53,15299.85418,1395730.153,6971.766033,265.3859518,317.055071,204.061496,80.37022577,132.1346674,0.019997452,0
10444941.33,13805.07644,1120491.395,6572.618158,414.4031012,317.055071,222.100815,82.70608233,175.7733356,0.01940369,0
10005803.64,12791.32147,1082030.682,6617.638773,379.3779664,308.4102609,356.4019845,86.49784839,252.4524077,0.019480978,0
10255605.69,12910.64608,1107879.465,6798.32931,227.4146814,308.1684918,719.1375234,87.30933869,363.1927447,0.019702138,0
10944675.48,13413.04179,1177847.7,7043.624071,335.0665838,304.0586635,573.2053349,89.94203688,258.1410806,0.020023895,0
11323235.52,15217.83149,1203097.003,6901.670144,335.8659837,337.7142508,214.3243296,86.91376544,185.3356003,0.019831707,0
10513915.41,14821.0071,1120195.728,6504.941782,323.2929964,337.7142508,152.884414,84.71787439,210.8290892,0.019300453,0
9988424.727,13114.01647,1072056.541,6067.091201,254.2595747,322.5347726,115.8885663,80.85405137,220.0753893,0.018684685,0
8964588.425,11325.99899,978314.6648,5991.051968,315.8631287,282.5128698,301.7702511,82.57099856,218.4154049,0.018564489,0
10491067.42,12701.55656,1126598.104,6430.950653,219.844437,314.6667829,317.7967998,81.18474762,218.2124289,0.019213591,0
12643360.8,14307.84076,1342865.613,6822.965615,272.1326518,314.6667829,257.3192154,80.76779035,250.3229303,0.019766913,0
15061383.3,17234.2722,1570438.613,7258.732193,313.1177508,326.5787526,152.4932412,76.41929547,158.94731,0.020343691,0
14044288.97,16156.55679,1472755.593,7311.727275,307.3559629,326.5787526,315.7862109,81.09879392,240.4242147,0.020382493,0
12957732.84,16120.54799,1354755.4,7519.237434,180.1815241,341.9267926,274.798169,83.3659474,207.7471227,0.020537944,0
13131766.65,16230.21035,1372152.463,7697.737096,337.1471532,341.9267926,248.8321352,86.40263184,136.6326078,0.020776372,0
13704118.98,16579.11382,1430063.198,7569.625664,391.0493832,341.9267926,209.9213212,83.89860185,141.8604657,0.020713001,0
14186066.36,17435.14531,1483528.406,7633.351951,423.0425957,330.2416994,183.7605852,85.93157117,165.3359546,0.020893516,0
13938229.76,16308.40493,1455504.71,7522.111741,249.0733822,303.5457937,237.0525184,89.82093158,301.1289978,0.020746176,0
11832966.32,15226.10371,1256178.933,7273.160618,278.2346546,305.8095006,307.8596905,91.77045544,288.1542272,0.020398339,0
10250405.18,13669.80337,1094037.35,6622.125308,371.2989882,305.8095006,217.3405503,87.95757071,247.1474553,0.019462031,0
9715012.856,13488.29414,1042659.81,6403.995957,277.8009414,300.4835031,163.7783408,85.96368995,138.2524803,0.019135817,0
10180971.46,14234.35603,1084603.925,6197.077046,210.2145536,308.0658481,235.9940125,82.78781017,224.6040456,0.018804554,0
10771670.6,14151.01367,1144610.774,6139.388156,256.5707785,308.0658481,157.5424545,80.3291048,205.2243666,0.018727859,0
11381383.9,13321.00376,1209093.932,5970.269386,387.565701,308.0731724,122.8688528,75.96560435,151.0872057,0.018482387,0
11201983.95,13458.70269,1194856.17,6403.762126,502.9912364,302.9193987,195.630278,83.27791561,208.6119288,0.019156232,0
12283056.45,15251.72872,1292990.824,7040.18169,395.8899548,326.2197267,219.4305755,86.21889044,203.277858,0.020082982,0
12206551.6,16078.59451,1284519.131,7263.49315,330.087781,352.9157015,258.9944629,88.74747455,334.9646119,0.020390924,0
12572563.18,16133.46972,1324641.649,7141.891477,290.1845438,352.9157015,165.9973277,84.36988445,266.7844015,0.020219602,0
10793593.6,14709.36678,1154477.56,6381.065597,312.7865293,352.9157015,181.1612728,83.43315374,240.460466,0.019095365,0
11391352.36,14275.25574,1216260.84,6556.719811,258.5179798,286.7546386,214.75456,86.82748458,162.5732295,0.01936011,0
11919858.06,14830.80638,1263126.584,6974.276886,381.7933615,361.3992746,205.172265,87.57419897,93.4264285,0.019901198,0
11615207.67,15769.9989,1238885.646,7254.047541,303.454078,361.3992746,260.9270437,89.17428023,100.6202124,0.020304634,0
12807594.98,17438.8836,1343145.414,7321.356217,365.2573718,361.3992746,213.2772413,82.71249078,147.8769092,0.020372898,0
12070410.52,17113.0932,1267828.494,6762.282576,336.092958,334.2564871,229.5051213,80.08001836,227.0888945,0.019657773,0
13582082.44,17460.06988,1415859.677,7360.288765,339.4204459,334.2564871,123.0059948,81.42501389,384.6695802,0.020469515,0
11853867.92,15126.49792,1257029.848,6971.451049,344.7194767,334.2564871,305.7325873,83.41137444,322.5586043,0.019935857,0
12418398.84,14558.61223,1312573.768,6909.989667,291.936345,326.051165,284.1721728,83.0325012,323.8481594,0.019864195,0
11360308.66,14912.54025,1201955.524,6191.763659,253.9128793,326.051165,142.2290903,80.7753525,204.9252313,0.018876929,0
11488467.19,14803.02494,1214033.623,6030.988395,304.5447942,317.6263951,241.9343338,77.24646905,101.3005592,0.018620148,0
11657642.13,15274.73528,1231953.201,6513.620452,277.3837174,325.8241141,356.1468711,78.88251341,146.2267334,0.019328895,0
12407888.03,15507.71336,1306932.603,6660.94286,281.0523368,325.8241141,157.83897,78.42071708,194.3771686,0.01951267,0
12687573.77,17167.3903,1324008.56,7037.678634,315.0526553,340.5273786,115.7285451,85.26611916,152.4817007,0.020040195,0
12533104.33,16547.19704,1318794.578,6578.232863,202.077655,340.5273786,179.9825472,79.28461995,112.0338665,0.019390259,0
10874261.65,15240.04908,1160860.412,6170.083383,290.469217,340.5273786,196.2381055,79.20405149,119.6607066,0.01877816,0
11310834.39,14783.98774,1216247.316,6163.501426,258.956517,292.2637417,172.9308286,76.98662365,156.3546244,0.018784689,0
12146479.6,15036.08841,1286781.154,6448.309387,227.3710278,310.8351701,232.0476502,80.95961388,184.3612777,0.01917106,0
12938418.64,15496.4471,1360928.765,6513.81451,272.7526241,327.2673687,163.7622083,78.69216211,217.593195,0.019259923,0
12386319.59,15423.3629,1310847.237,6826.379608,210.8554573,327.7179478,269.6832373,81.13580454,221.1436205,0.01968368,0
8021532.606,15504.23233,855077.0429,6793.100033,394.997036,327.7179478,505.8089899,81.83644329,234.8321938,0.019645755,0
4290212.038,17276.34644,460088.5967,7577.130721,268.721473,323.6190012,204.510188,87.28443444,254.3099085,0.020716293,0
13041306.67,14853.73224,1366870.437,6553.838707,224.3128317,328.6372768,263.9284955,79.53836908,227.6483754,0.019387502,0
13446991.53,15706.08003,1399494.271,6809.912919,280.196914,328.6372768,288.8881215,81.25060586,180.6869877,0.019771628,0
13244586,15511.01553,1389049.709,6681.78261,336.6332616,314.6154436,301.1985468,77.77204302,213.003244,0.019575303,0
11902835.24,15377.23783,1257922.61,6673.439011,222.8900193,309.5201591,250.3076195,80.03383882,151.5032759,0.01953856,0
11052757.63,14573.45049,1175735.878,6763.545877,270.7173923,324.3003976,275.4081945,83.33209513,176.6058738,0.01967219,0
11045412.6,14134.28623,1163806.859,6882.972812,228.9391473,324.3003976,451.7010025,86.79967301,245.6442475,0.019807114,0
12105431.43,15119.7161,1266929.826,6805.10329,369.6851731,346.7766115,468.8439253,83.46385459,237.7063509,0.019676817,0
11874100.03,15048.42323,1245737.448,6460.664657,359.5309085,346.7766115,175.1094691,81.95990861,118.316462,0.019177137,0
10907996.22,14699.40953,1158245.443,6727.381201,365.7660061,346.7766115,122.356373,84.22239437,151.1839535,0.019634039,0
10908525.17,14513.28127,1162604.256,6961.243145,236.9789553,308.4028669,159.4422114,85.14660974,436.1075969,0.020003308,0
11786431.24,15011.56613,1245812.84,7126.20837,200.5667101,313.7802386,162.4468085,86.47599342,444.781647,0.020246587,0
13815596.73,16528.58599,1442926.927,7528.770299,250.0779868,326.7838659,196.9489027,85.26918525,276.8835114,0.020749842,0
13860784.22,17232.28656,1444479.599,7607.287975,355.7611719,343.8608749,275.1280176,85.70784573,256.7494462,0.020856547,0
14508175.47,17501.27806,1501615.069,7794.850268,406.0226958,355.890067,343.0093736,86.88808826,197.1680059,0.021060537,0
13266046.05,16407.0865,1383130.427,7734.9755,466.9578302,355.890067,293.096475,89.03908143,268.5091696,0.020980959,0
12846478.92,16794.23709,1344138.824,7698.582805,309.6624633,355.890067,289.0998504,85.94712376,302.7223676,0.020797307,0
11428201.23,15084.79875,1217653.565,7570.03595,290.2584963,333.0549665,156.1853157,88.46488732,124.5369596,0.020611973,0
12808126.51,16301.57865,1345300.027,7657.841319,296.4521843,333.0549665,107.0880208,85.97613789,172.6630766,0.020826055,0
13671087.08,17142.63312,1431437.973,7769.907815,334.785933,351.0988071,147.3401735,89.73135781,126.6407282,0.021040807,0
14118339.66,17228.5792,1473593.837,7675.775094,320.8993808,351.0988071,154.2855338,86.76113689,189.1272015,0.020957862,0
13454924.61,16421.30543,1410324.758,7065.422182,207.2191095,351.0988071,213.1681574,80.2569386,213.2893855,0.020107005,0
11896352.7,14792.66509,1257055.476,6259.821541,356.2544524,328.83517,121.1643103,77.78932143,112.2054633,0.018947648,0
12617102.03,16234.58642,1322882.75,6384.686627,552.0938301,328.83517,164.8076661,77.00004509,136.7612565,0.019100593,0
12058950.75,15832.2366,1270872.099,6430.091515,406.9642388,328.83517,253.6983168,79.84524745,131.4743326,0.019168486,0
12777743.43,15358.8026,1349608.792,6539.262032,208.9163941,303.278425,244.4910828,78.74227066,120.2073858,0.019361228,0
10855923.68,13981.66837,1157032.906,6125.945635,287.9852079,303.4945243,154.8832302,80.77600786,134.4140802,0.018751097,0
12123164.74,15337.59541,1281275.378,6288.302941,474.7660928,330.6226631,179.1231898,80.56401762,122.4864599,0.019003214,0
11282897.62,14552.27536,1198392.634,6470.208548,393.6325157,330.6226631,154.3185061,82.37635924,196.4342022,0.019244436,0
11147834.51,14121.99483,1193223.107,6420.458636,208.0031836,330.6226631,167.9963812,80.97426168,255.8533542,0.019163841,0
10308642.94,13153.65432,1111406.449,6372.334575,239.647597,290.556815,201.5582001,81.08180713,247.7124962,0.019075606,0
10778477.54,13853.65252,1155884.812,6171.871873,330.2826175,290.556815,212.6449314,78.89897521,210.7510545,0.018782401,0
12278234.51,15429.48718,1294213.967,6636.049765,261.1848464,290.6740374,104.94377,80.73711351,297.8389807,0.019456698,0
12652596.11,15124.76544,1327218.343,6735.308063,317.1901831,319.0256001,126.2681149,78.06916903,285.4691756,0.019540112,0
12353936.42,15234.48976,1294679.282,7007.785385,268.8712712,319.7728449,221.0828946,85.22067287,250.9516678,0.019934281,0
13609430.6,15407.1857,1418071.398,7203.524565,269.9630328,319.7728449,254.9403044,78.39279792,195.5350971,0.020227253,0
13996904.81,16533.96888,1458124.365,6866.7221,309.0340963,315.3407505,325.9932903,74.24045041,98.68659398,0.019825559,0
13959506.73,16571.41707,1456032.621,7228.723268,457.4515751,362.9889789,142.2697403,79.35426526,185.1547954,0.020300049,0
13476975.74,15832.80357,1410033.639,7062.989803,322.699872,362.9889789,174.5527964,80.59091819,232.0802576,0.020047202,0
10806536.01,13765.85466,1149706.256,7053.273005,219.4474177,362.9889789,262.2910808,88.19417732,157.2824897,0.020071882,0
10385640.3,13395.10299,1109932.402,6612.10682,271.4257571,314.0952847,261.7459521,87.94789604,61.4239957,0.019496481,0
9372196.417,12540.54049,1011755.786,6322.940147,319.1298084,306.2857841,263.2221683,85.84163726,282.0204913,0.019073362,0
11154096.56,14196.50619,1181438.979,6907.460141,242.3973403,306.2857841,372.4013397,87.37342429,355.8805784,0.019889039,0
12189738.87,14468.33525,1289433.675,6591.942462,387.8031166,294.7472446,352.843911,79.38628654,374.7264038,0.019406244,0
12714735.51,15915.7469,1342379.096,6777.105255,338.827811,295.7581961,228.99349,82.39682085,177.3240528,0.019673689,0
12268107.2,15659.97132,1310259.861,6418.929408,273.1426048,294.6154086,228.1682622,79.76053619,246.8874687,0.019154157,0
11533311.15,15735.48978,1227840.399,6503.884888,266.4002732,324.7325964,161.1813034,84.49036454,149.7668681,0.019267125,0
10592824.39,14854.34687,1143985.024,6491.283151,246.723294,324.7325964,157.3313633,84.79873138,229.6862397,0.019247396,0
11055199.53,14555.16502,1179503.409,6644.33535,294.0390078,324.7325964,219.0000031,85.59617017,389.0083446,0.019456592,0
10883640.85,14544.8994,1166392.732,6724.981365,333.0799092,294.820487,174.275895,85.44928607,262.084354,0.019569241,0
12255997.72,15477.98398,1292554.051,7093.050386,217.4087751,362.7179478,199.7566997,82.54718082,125.9167971,0.020053251,0
8068480.96,15411.07075,852671.4427,6992.541247,387.2024023,362.7179478,365.4046042,83.93348342,198.755744,0.019903986,0
4599424.351,17311.15481,479391.9409,7293.049474,184.6889111,362.7179478,455.1288713,81.39858476,191.3220769,0.020282296,0
13041306.67,14853.73224,1366870.437,6553.838707,224.3128317,328.6372768,263.9284955,79.53836908,227.6483754,0.019387502,0
13446991.53,15706.08003,1399494.271,6809.912919,280.196914,328.6372768,288.8881215,81.25060586,180.6869877,0.019771628,0
13244586,15511.01553,1389049.709,6681.78261,336.6332616,314.6154436,301.1985468,77.77204302,213.003244,0.019575303,0
11902835.24,15377.23783,1257922.61,6673.439011,222.8900193,309.5201591,250.3076195,80.03383882,151.5032759,0.01953856,0
11052757.63,14573.45049,1175735.878,6763.545877,270.7173923,324.3003976,275.4081945,83.33209513,176.6058738,0.01967219,0
11045412.6,14134.28623,1163806.859,6882.972812,228.9391473,324.3003976,451.7010025,86.79967301,245.6442475,0.019807114,0
12105431.43,15119.7161,1266929.826,6805.10329,369.6851731,346.7766115,468.8439253,83.46385459,237.7063509,0.019676817,0
11874100.03,15048.42323,1245737.448,6460.664657,359.5309085,346.7766115,175.1094691,81.95990861,118.316462,0.019177137,0
10907996.22,14699.40953,1158245.443,6727.381201,365.7660061,346.7766115,122.356373,84.22239437,151.1839535,0.019634039,0
10908525.17,14513.28127,1162604.256,6961.243145,236.9789553,308.4028669,159.4422114,85.14660974,436.1075969,0.020003308,0
11786431.24,15011.56613,1245812.84,7126.20837,200.5667101,313.7802386,162.4468085,86.47599342,444.781647,0.020246587,0
13815596.73,16528.58599,1442926.927,7528.770299,250.0779868,326.7838659,196.9489027,85.26918525,276.8835114,0.020749842,0
13860784.22,17232.28656,1444479.599,7607.287975,355.7611719,343.8608749,275.1280176,85.70784573,256.7494462,0.020856547,0
14508175.47,17501.27806,1501615.069,7794.850268,406.0226958,355.890067,343.0093736,86.88808826,197.1680059,0.021060537,0
13266046.05,16407.0865,1383130.427,7734.9755,466.9578302,355.890067,293.096475,89.03908143,268.5091696,0.020980959,0
